DeliveryID,AgentID,StoreID,LocationID,WeatherID,TrafficID,CategoryID,OrderKey,Delivery_Time,Order_Time,Order_Date,Pickup_Time
7604,580,751,3315,6,5,16,9480,205,21:20:00,2022-02-14,21:25:00
7605,118,788,4149,7,3,6,9481,105,11:50:00,2022-03-09,11:55:00
7606,199,680,325,5,2,8,9495,95,22:35:00,2022-03-19,22:50:00
7607,128,914,1601,4,5,6,9502,175,21:15:00,2022-03-19,21:30:00
7608,130,834,2565,3,4,5,10089,185,18:35:00,2022-03-02,18:50:00
7609,27,843,2719,4,5,1,10090,140,21:20:00,2022-03-29,21:35:00
7610,981,751,3334,1,2,5,10094,75,00:00:00,2022-03-13,00:10:00
7611,687,1231,3757,1,2,11,10106,105,09:20:00,2022-03-26,09:35:00
7612,336,495,34,6,3,14,10110,125,11:10:00,2022-03-11,11:25:00
7613,336,335,755,4,2,3,10113,80,23:25:00,2022-03-27,23:30:00
7614,837,1041,2494,1,2,10,10134,145,09:00:00,2022-03-09,09:10:00
7615,639,839,2933,1,4,13,10139,125,18:40:00,2022-03-06,18:55:00
7616,354,652,2433,1,4,15,10141,75,18:15:00,2022-03-18,18:25:00
7617,385,1017,3389,5,2,1,10142,70,23:00:00,2022-03-28,23:10:00
7618,613,259,981,6,5,4,10145,240,20:30:00,2022-03-08,20:45:00
7619,383,1311,3652,3,4,8,10148,185,18:15:00,2022-03-14,18:20:00
7620,294,1232,4320,6,4,5,10152,190,18:30:00,2022-04-02,18:35:00
7621,682,232,4326,4,4,11,10154,155,18:25:00,2022-03-04,18:35:00
7622,954,918,2077,6,5,10,10157,235,20:30:00,2022-03-06,20:40:00
7623,507,847,2217,4,4,2,10161,120,18:35:00,2022-03-23,18:50:00
7624,597,581,2479,6,5,4,10162,135,19:15:00,2022-03-19,19:25:00
7625,825,95,2563,7,5,1,10177,150,20:20:00,2022-03-12,20:30:00
7626,354,575,2829,5,2,11,10178,100,22:25:00,2022-03-25,22:30:00
7627,694,215,3490,5,2,12,10179,25,23:25:00,2022-03-19,23:40:00
7628,495,1171,3058,4,5,15,10189,265,21:35:00,2022-03-18,21:45:00
7629,909,373,3752,5,4,9,10194,130,18:55:00,2022-03-15,19:05:00
7630,338,1247,477,7,3,8,10201,125,12:00:00,2022-03-07,12:15:00
7631,22,784,4367,1,2,2,10203,115,00:00:00,2022-03-28,00:05:00
7632,542,1338,3422,4,2,13,13683,75,10:35:00,2022-03-28,10:50:00
7633,787,759,4164,5,5,10,13685,125,20:50:00,2022-03-10,20:55:00
7634,356,977,1955,6,4,8,13689,100,18:45:00,2022-02-17,18:50:00
7635,327,1276,3816,6,5,8,13695,145,21:20:00,2022-03-30,21:30:00
7636,512,188,4171,3,2,14,13714,150,23:15:00,2022-04-06,23:30:00
7637,1004,1049,2286,3,4,16,13723,135,15:45:00,2022-03-19,16:00:00
7638,715,401,4314,1,5,8,13726,80,21:45:00,2022-03-21,22:00:00
7639,981,805,3589,4,2,11,13732,115,23:30:00,2022-03-15,23:40:00
7640,438,733,2167,3,5,5,13740,205,19:50:00,2022-03-16,19:55:00
7641,335,122,1800,4,2,8,13741,55,22:55:00,2022-04-02,23:00:00
7642,84,475,3111,6,4,13,13749,175,17:40:00,2022-03-18,17:50:00
7643,306,212,2183,5,4,5,13756,190,17:40:00,2022-03-15,17:55:00
7644,707,293,2022,7,3,13,13765,70,12:15:00,2022-04-05,12:20:00
7645,821,79,4237,3,4,4,13768,70,16:30:00,2022-03-24,16:35:00
7646,1020,772,2104,7,2,7,13771,110,23:10:00,2022-04-02,23:25:00
7647,26,1342,2765,7,5,6,13775,130,21:20:00,2022-02-17,21:30:00
7648,690,364,1434,6,5,2,13779,230,20:45:00,2022-03-20,21:00:00
7649,706,813,1197,5,5,16,13780,135,21:40:00,2022-04-06,21:50:00
7650,469,393,3,6,2,7,13789,70,08:55:00,2022-04-01,09:00:00
7651,572,390,1798,7,5,1,13793,130,21:15:00,2022-03-04,21:30:00
7652,639,751,198,7,5,9,13799,150,21:25:00,2022-02-18,21:35:00
7653,507,473,943,1,2,15,13807,120,08:25:00,2022-02-17,08:30:00
7654,101,1180,2215,4,4,14,13817,145,17:10:00,2022-03-26,17:25:00
7655,287,1084,3768,6,3,3,13818,105,12:55:00,2022-03-21,13:10:00
7656,288,712,3178,3,2,7,13828,120,22:25:00,2022-03-12,22:35:00
7657,79,834,1116,6,2,10,13830,115,23:40:00,2022-04-06,23:45:00
7658,128,188,3218,6,5,4,13831,210,19:35:00,2022-03-23,19:45:00
7659,12,1008,490,7,2,14,13839,50,10:45:00,2022-03-03,11:00:00
7660,1039,506,712,6,3,15,13845,135,13:15:00,2022-03-01,13:20:00
7661,763,1208,2079,7,4,16,13860,170,17:35:00,2022-03-24,17:40:00
7662,367,584,1464,5,4,5,13863,170,17:20:00,2022-04-03,17:30:00
7663,700,389,3164,3,2,12,13866,16,09:15:00,2022-04-03,09:30:00
7664,127,492,1375,1,5,16,13879,95,19:50:00,2022-04-05,20:05:00
7665,763,1276,921,6,4,5,13884,175,17:50:00,2022-03-31,18:00:00
7666,717,1296,2287,1,5,8,13889,95,19:45:00,2022-03-30,19:50:00
7667,718,232,3948,5,5,7,13892,125,20:35:00,2022-03-12,20:40:00
7668,809,1138,2726,1,4,5,13897,90,17:55:00,2022-02-13,18:10:00
7669,825,1342,1190,5,5,5,13900,130,21:25:00,2022-02-12,21:40:00
7670,106,1128,795,4,2,5,13915,100,22:45:00,2022-04-05,22:55:00
7671,462,564,2330,6,3,12,13934,29,11:50:00,2022-03-13,12:05:00
7672,326,83,760,6,5,6,13935,220,19:55:00,2022-04-06,20:05:00
7673,717,1151,1085,7,2,9,13947,115,23:25:00,2022-02-16,23:30:00
7674,293,661,188,4,5,16,13949,155,20:45:00,2022-03-18,20:55:00
7675,402,401,2857,5,3,2,13950,215,11:40:00,2022-03-19,11:55:00
7676,58,371,2666,3,4,11,13952,165,18:40:00,2022-03-31,18:55:00
7677,402,751,1723,6,2,6,13955,140,10:20:00,2022-02-15,10:25:00
7678,622,111,1218,1,5,11,8606,110,20:20:00,2022-03-04,20:25:00
7679,255,609,2728,3,2,14,8608,185,23:50:00,2022-03-27,00:05:00
7680,254,562,2056,6,5,7,8616,180,20:25:00,2022-03-27,20:40:00
7681,842,1189,3835,5,5,11,8621,185,22:00:00,2022-02-16,22:15:00
7682,963,487,251,4,4,1,8626,100,17:50:00,2022-03-27,17:55:00
7683,876,751,3909,4,4,16,8635,175,18:30:00,2022-03-12,18:45:00
7684,658,621,2960,5,5,6,8637,180,19:20:00,2022-03-16,19:35:00
7685,950,361,3720,3,5,1,9363,210,19:55:00,2022-03-02,20:00:00
7686,23,1048,2688,1,2,12,9371,34,23:00:00,2022-04-02,23:10:00
7687,906,917,3799,3,4,8,9378,185,18:10:00,2022-03-18,18:15:00
7688,568,117,1591,4,5,7,9385,215,19:20:00,2022-03-14,19:25:00
7689,462,253,1463,3,5,10,9401,145,19:50:00,2022-04-03,19:55:00
7690,687,371,3339,3,4,16,9403,155,17:20:00,2022-03-21,17:35:00
7691,475,1276,3492,5,2,2,9412,85,22:35:00,2022-04-04,22:40:00
7692,348,401,1953,4,4,7,9417,145,18:20:00,2022-03-21,18:35:00
7693,180,540,596,3,2,9,9418,195,22:55:00,2022-03-27,23:00:00
7694,530,473,3315,4,5,15,9423,155,20:55:00,2022-03-16,21:10:00
7695,331,939,1299,6,4,5,9426,100,16:45:00,2022-03-11,16:55:00
7696,122,974,1778,4,5,4,9434,225,20:10:00,2022-03-15,20:20:00
7697,641,664,3297,1,3,11,9442,230,13:45:00,2022-03-15,13:55:00
7698,243,1009,3134,5,4,1,9450,140,18:40:00,2022-03-30,18:45:00
7699,698,751,1671,6,5,6,9451,110,19:15:00,2022-02-11,19:30:00
7700,942,661,3644,3,2,7,9455,135,22:50:00,2022-03-12,22:55:00
7701,387,386,1041,1,2,5,9471,190,23:15:00,2022-04-02,23:20:00
7702,217,426,2996,4,4,9,9483,175,18:00:00,2022-03-04,18:15:00
7703,401,751,2346,3,4,3,9484,220,18:40:00,2022-02-18,18:50:00
7704,616,808,3304,1,4,5,9487,120,17:25:00,2022-04-02,17:30:00
7705,157,653,4089,7,2,10,10099,80,23:45:00,2022-03-27,00:00:00
7706,51,638,591,7,4,3,10100,140,17:50:00,2022-03-31,18:05:00
7707,848,1276,2974,7,3,7,10103,105,12:00:00,2022-04-05,12:10:00
7708,856,38,4205,1,5,2,10108,145,21:30:00,2022-03-18,21:45:00
7709,876,847,790,6,4,9,10111,180,17:15:00,2022-03-29,17:30:00
7710,534,904,887,3,5,9,10116,145,20:25:00,2022-04-01,20:30:00
7711,14,134,1349,7,5,12,10119,27,19:25:00,2022-03-12,19:40:00
7712,706,1274,1933,5,2,9,10121,75,23:40:00,2022-03-25,23:45:00
7713,453,1100,693,6,5,7,10129,150,19:15:00,2022-03-08,19:20:00
7714,183,730,710,7,2,4,10132,165,08:55:00,2022-02-11,09:05:00
7715,902,905,423,6,2,13,10135,65,10:55:00,2022-03-05,11:10:00
7716,682,532,3669,5,2,9,10149,105,23:50:00,2022-03-11,00:00:00
7717,660,1202,4133,5,5,12,9927,29,21:30:00,2022-02-16,21:45:00
7718,180,88,746,7,2,2,9937,140,09:50:00,2022-03-09,10:05:00
7719,649,200,649,1,5,15,10375,80,19:35:00,2022-02-16,19:45:00
7720,102,653,4089,6,5,16,10377,240,20:45:00,2022-03-16,21:00:00
7721,918,676,3494,5,2,11,10380,100,23:40:00,2022-03-31,23:50:00
7722,810,1050,3588,1,2,2,10387,50,09:40:00,2022-03-30,09:55:00
7723,548,689,4252,1,5,2,10393,125,20:35:00,2022-02-18,20:40:00
7724,422,128,3454,6,2,13,10395,100,23:20:00,2022-03-30,23:35:00
7725,343,1263,108,5,5,5,10399,85,20:35:00,2022-02-16,20:40:00
7726,981,374,4174,3,5,15,10408,245,19:55:00,2022-03-16,20:10:00
7727,441,269,1739,7,2,16,10418,85,22:30:00,2022-03-10,22:40:00
7728,271,1018,3561,3,4,12,10422,10,17:20:00,2022-03-05,17:30:00
7729,354,1254,3013,3,5,14,10433,185,20:15:00,2022-03-11,20:30:00
7730,34,474,2746,5,5,5,10437,85,21:55:00,2022-03-25,22:05:00
7731,157,1086,3239,7,2,9,10446,55,08:10:00,2022-03-15,08:20:00
7732,813,1158,2253,7,5,9,10448,180,21:25:00,2022-03-25,21:30:00
7733,433,143,2468,7,2,6,10454,115,22:50:00,2022-03-18,23:00:00
7734,506,472,3647,7,5,15,10457,160,19:50:00,2022-02-17,19:55:00
7735,58,1034,45,6,4,15,10459,150,18:20:00,2022-02-16,18:30:00
7736,822,1231,2763,1,4,2,10476,125,17:40:00,2022-03-23,17:55:00
7737,410,83,3575,5,5,5,10478,185,21:55:00,2022-03-04,22:00:00
7738,86,798,3856,1,4,4,10484,145,17:10:00,2022-03-18,17:20:00
7739,902,842,836,3,3,9,10490,110,13:00:00,2022-03-11,13:05:00
7740,562,751,3334,6,5,5,10491,180,19:45:00,2022-03-13,20:00:00
7741,326,923,1005,1,2,14,10495,70,23:30:00,2022-02-15,23:40:00
7742,101,632,2405,6,3,2,10504,105,11:45:00,2022-02-11,12:00:00
7743,383,809,4265,1,4,12,10515,22,17:35:00,2022-03-05,17:50:00
7744,84,473,1723,1,3,7,10520,50,11:15:00,2022-02-11,11:25:00
7745,214,376,1667,1,2,5,10533,80,10:10:00,2022-03-24,10:20:00
7746,783,889,1084,5,5,1,10540,85,21:10:00,2022-03-25,21:25:00
7747,613,714,4132,5,5,13,10544,185,19:50:00,2022-03-03,19:55:00
7748,687,393,4333,5,3,16,10555,165,14:45:00,2022-03-07,15:00:00
7749,367,539,1924,1,2,3,10562,90,09:00:00,2022-04-05,09:10:00
7750,899,268,361,1,4,15,10566,55,18:50:00,2022-03-10,19:00:00
7751,128,382,3702,6,4,10,10568,75,17:45:00,2022-04-01,18:00:00
7752,780,1049,2090,7,5,4,10578,250,20:45:00,2022-03-20,20:55:00
7753,998,469,3388,3,3,4,10579,100,13:00:00,2022-02-17,13:10:00
7754,1031,1047,2375,4,2,10,10582,65,09:50:00,2022-03-30,10:00:00
7755,184,1280,1164,5,5,11,10588,205,19:45:00,2022-03-23,19:50:00
7756,982,1213,2889,6,4,3,10589,205,18:35:00,2022-03-02,18:45:00
7757,235,751,4261,3,3,10,10591,160,12:55:00,2022-02-13,13:00:00
7758,495,1100,4107,5,3,3,10596,190,11:35:00,2022-03-17,11:40:00
7759,659,238,3579,6,2,2,10605,120,08:20:00,2022-04-01,08:30:00
7760,910,839,2086,3,5,13,10608,200,20:35:00,2022-03-16,20:50:00
7761,45,253,3843,1,5,8,10611,110,21:35:00,2022-03-18,21:40:00
7762,178,1296,2774,6,3,7,10613,125,14:50:00,2022-04-05,15:00:00
7763,437,1231,3757,6,2,6,10616,90,10:30:00,2022-03-03,10:35:00
7764,966,54,1884,4,5,6,10627,200,21:00:00,2022-02-18,21:05:00
7765,288,677,3216,7,4,12,10631,21,17:10:00,2022-03-30,17:20:00
7766,944,839,2086,6,4,1,10633,155,17:45:00,2022-03-20,17:55:00
7767,400,292,1184,3,5,5,10634,195,19:25:00,2022-03-02,19:30:00
7768,208,522,526,1,3,8,10640,110,11:10:00,2022-03-17,11:20:00
7769,811,917,3628,6,2,1,10655,220,23:35:00,2022-03-14,23:50:00
7770,744,889,2511,4,2,1,10665,145,22:35:00,2022-03-05,22:40:00
7771,636,1213,256,6,2,13,10670,195,23:45:00,2022-03-16,23:55:00
7772,681,609,446,4,4,6,10689,160,16:50:00,2022-03-09,17:00:00
7773,82,864,3867,4,2,13,10700,65,09:15:00,2022-03-09,09:30:00
7774,660,228,894,4,5,14,10703,80,20:15:00,2022-03-08,20:25:00
7775,746,839,2933,5,2,1,10705,135,22:55:00,2022-03-18,23:00:00
7776,918,232,100,3,3,7,10721,170,11:25:00,2022-03-21,11:35:00
7777,49,362,2647,1,3,7,10743,120,11:40:00,2022-03-17,11:55:00
7778,707,621,2960,3,2,2,10749,120,23:50:00,2022-03-27,23:55:00
7779,649,1067,1782,3,2,10,7062,80,22:10:00,2022-03-15,22:15:00
7780,253,362,3852,6,5,12,7064,41,20:25:00,2022-04-04,20:35:00
7781,445,655,1234,4,5,1,7077,135,20:25:00,2022-03-08,20:30:00
7782,164,957,3902,5,5,10,7080,260,20:00:00,2022-02-14,20:10:00
7783,79,225,1829,3,2,5,7084,135,23:20:00,2022-04-06,23:25:00
7784,730,576,1898,6,2,12,7095,14,22:55:00,2022-03-01,23:10:00
7785,512,287,1417,4,5,11,7101,125,21:55:00,2022-03-27,22:00:00
7786,775,1078,2340,6,2,13,7106,85,10:50:00,2022-03-11,11:00:00
7787,854,914,3051,7,3,8,7116,80,11:55:00,2022-03-24,12:10:00
7788,51,847,359,3,2,5,7123,110,23:20:00,2022-03-02,23:35:00
7789,411,817,3576,4,2,3,7129,105,22:30:00,2022-02-12,22:35:00
7790,807,758,3325,3,3,10,7134,185,12:20:00,2022-02-13,12:30:00
7791,900,218,3784,6,4,14,7135,50,17:20:00,2022-03-07,17:30:00
7792,763,54,1978,5,2,11,7140,100,22:10:00,2022-02-11,22:20:00
7793,482,650,3193,3,2,1,7142,80,23:15:00,2022-04-05,23:30:00
7794,437,538,4355,3,4,2,7144,125,17:45:00,2022-03-21,17:50:00
7795,12,751,198,7,2,13,7153,80,23:25:00,2022-03-29,23:30:00
7796,618,485,3482,1,4,3,7156,75,18:20:00,2022-04-05,18:35:00
7797,305,79,3183,6,2,11,7163,75,08:25:00,2022-04-03,08:35:00
7798,445,419,1411,4,2,2,7169,120,23:50:00,2022-04-06,00:00:00
7799,1,914,3244,7,2,2,7175,115,22:20:00,2022-03-05,22:25:00
7800,780,102,3404,5,2,6,7183,100,22:50:00,2022-02-16,23:05:00
7801,543,562,958,3,4,2,7192,185,17:50:00,2022-03-12,18:05:00
7802,1019,358,447,4,2,2,7193,95,22:45:00,2022-03-28,22:50:00
7803,304,1332,2895,6,5,4,7201,155,19:35:00,2022-03-15,19:40:00
7804,227,761,3821,6,2,2,7938,90,08:15:00,2022-03-26,08:20:00
7805,392,1231,1501,6,2,1,7944,90,09:35:00,2022-03-11,09:40:00
7806,707,374,255,3,4,12,7945,29,16:35:00,2022-03-21,16:50:00
7807,767,210,3903,7,2,9,7947,120,10:45:00,2022-03-13,11:00:00
7808,49,540,3809,6,5,4,7951,255,21:55:00,2022-03-29,22:05:00
7809,597,1205,890,6,2,5,7956,115,22:20:00,2022-03-16,22:25:00
7810,18,229,2119,6,4,11,7958,60,17:45:00,2022-03-15,17:50:00
7811,825,373,4340,5,5,10,7959,130,20:40:00,2022-04-04,20:55:00
7812,998,1276,2195,4,4,16,7960,55,16:15:00,2022-04-01,16:30:00
7813,649,807,929,4,5,11,7961,150,21:55:00,2022-03-10,22:05:00
7814,208,1214,1795,1,2,7,7969,115,10:25:00,2022-03-21,10:35:00
7815,360,1231,2466,7,5,6,7978,210,19:10:00,2022-03-06,19:20:00
7816,434,811,2461,3,2,12,7991,10,22:20:00,2022-03-24,22:30:00
7817,27,564,1786,6,2,2,7998,50,09:20:00,2022-04-03,09:30:00
7818,805,706,745,5,3,16,8013,70,14:00:00,2022-03-24,14:05:00
7819,690,709,4071,1,4,10,8016,90,17:55:00,2022-03-02,18:05:00
7820,385,526,1497,3,5,4,8032,190,19:55:00,2022-03-16,20:10:00
7821,354,495,965,7,2,3,8037,110,22:10:00,2022-04-06,22:15:00
7822,320,511,663,6,3,4,8042,140,12:45:00,2022-04-05,12:55:00
7823,411,1351,730,4,5,1,8064,145,19:40:00,2022-02-14,19:55:00
7824,79,100,824,4,5,11,8789,135,19:45:00,2022-03-20,20:00:00
7825,49,1118,1122,6,5,8,8790,210,19:20:00,2022-02-12,19:25:00
7826,306,576,1081,7,5,13,8793,215,19:50:00,2022-03-10,20:00:00
7827,942,1311,3652,6,4,1,8794,170,19:00:00,2022-03-18,19:05:00
7828,58,584,169,4,2,15,8801,105,10:35:00,2022-03-17,10:45:00
7829,327,373,1229,7,2,11,8803,105,22:15:00,2022-03-29,22:25:00
7830,950,903,441,1,4,7,8807,75,17:40:00,2022-03-04,17:55:00
7831,271,1284,2948,6,3,3,8817,135,11:30:00,2022-02-17,11:40:00
7832,74,751,1671,1,5,15,8830,145,19:45:00,2022-04-01,19:50:00
7833,843,567,2745,7,2,11,8831,75,10:40:00,2022-04-03,10:45:00
7834,272,1057,3287,5,2,13,8838,70,22:25:00,2022-03-10,22:30:00
7835,372,188,3427,5,2,16,8841,135,08:45:00,2022-03-09,08:50:00
7836,873,387,1818,6,5,3,8847,265,19:35:00,2022-03-14,19:45:00
7837,314,1121,3519,3,2,5,8860,95,23:15:00,2022-03-15,23:30:00
7838,954,576,2803,5,2,2,8861,165,10:45:00,2022-03-09,10:55:00
7839,534,252,1019,6,5,5,8865,255,20:20:00,2022-03-18,20:35:00
7840,775,1007,835,7,5,15,8868,90,20:35:00,2022-04-05,20:40:00
7841,343,1172,209,4,3,3,8870,90,11:55:00,2022-03-19,12:05:00
7842,430,511,3834,3,4,14,8872,180,17:25:00,2022-03-08,17:40:00
7843,1020,48,1016,6,4,7,4361,175,18:30:00,2022-03-25,18:45:00
7844,45,676,2501,7,2,13,4363,130,10:40:00,2022-03-07,10:50:00
7845,306,1171,3275,6,4,8,4366,165,17:40:00,2022-03-06,17:50:00
7846,446,1332,424,3,2,15,4368,75,09:00:00,2022-03-01,09:05:00
7847,534,279,932,6,2,14,4374,85,11:00:00,2022-03-05,11:15:00
7848,286,788,602,6,5,13,4376,235,20:00:00,2022-04-06,20:05:00
7849,902,1281,219,6,5,8,4380,155,20:25:00,2022-03-18,20:40:00
7850,756,788,3673,5,4,12,4381,26,17:35:00,2022-03-25,17:50:00
7851,501,581,2186,1,4,14,4382,140,18:15:00,2022-03-17,18:25:00
7852,288,1063,2149,1,5,4,4391,65,20:55:00,2022-03-27,21:10:00
7853,502,751,3909,6,5,3,4394,180,21:50:00,2022-03-27,22:00:00
7854,721,473,4261,3,4,5,4399,75,15:25:00,2022-03-19,15:35:00
7855,69,384,1030,7,5,11,4404,95,20:20:00,2022-03-21,20:25:00
7856,809,1139,2106,6,3,12,4409,25,11:30:00,2022-03-01,11:40:00
7857,870,409,1281,5,4,16,4413,175,17:35:00,2022-03-31,17:40:00
7858,51,536,1125,1,4,3,4433,105,17:30:00,2022-03-11,17:35:00
7859,807,1244,3756,1,2,15,4443,75,22:40:00,2022-03-09,22:45:00
7860,331,210,3903,6,3,1,4446,155,11:45:00,2022-04-05,11:50:00
7861,599,1275,1306,5,5,7,4457,155,20:15:00,2022-03-08,20:25:00
7862,548,365,417,1,5,9,4460,60,19:45:00,2022-03-15,20:00:00
7863,914,1201,978,1,5,3,4462,100,21:45:00,2022-02-17,21:55:00
7864,,730,2324,3,5,14,5186,120,22:00:00,2022-02-17,22:15:00
7865,715,506,2216,4,5,16,5200,75,19:40:00,2022-03-04,19:50:00
7866,660,209,3704,3,5,14,5217,205,19:25:00,2022-03-02,19:35:00
7867,199,1350,3736,5,4,6,5218,115,17:20:00,2022-02-18,17:30:00
7868,928,373,3062,1,4,15,5219,95,18:15:00,2022-03-08,18:20:00
7869,356,583,3863,1,4,10,5223,65,18:55:00,2022-04-06,19:00:00
7870,227,562,2056,6,4,7,5245,195,18:45:00,2022-03-06,18:50:00
7871,941,1353,3907,1,2,2,5251,130,23:25:00,2022-02-16,23:35:00
7872,287,948,1682,3,5,3,5265,100,20:20:00,2022-02-17,20:35:00
7873,111,143,4208,5,2,10,5269,160,09:20:00,2022-03-15,09:30:00
7874,730,577,308,5,2,11,5275,80,10:45:00,2022-03-03,10:55:00
7875,243,143,181,5,2,2,5303,95,10:45:00,2022-03-15,11:00:00
7876,275,776,1527,3,3,13,5308,165,14:00:00,2022-04-01,14:05:00
7877,165,222,2983,5,2,2,5309,140,08:15:00,2022-04-01,08:30:00
7878,385,766,1010,3,4,9,5317,135,18:15:00,2022-02-14,18:30:00
7879,27,864,3933,1,5,3,5319,170,20:35:00,2022-03-10,20:45:00
7880,512,532,2006,1,4,11,7696,105,17:20:00,2022-03-16,17:30:00
7881,942,959,987,6,4,4,7699,60,16:15:00,2022-02-11,16:20:00
7882,243,537,30,7,3,4,7706,115,15:00:00,2022-04-05,15:15:00
7883,1031,666,1123,7,5,13,7709,180,21:20:00,2022-03-31,21:25:00
7884,942,751,3315,6,5,11,7725,190,21:50:00,2022-04-02,22:05:00
7885,348,839,3282,5,2,1,7727,95,08:10:00,2022-03-30,08:20:00
7886,639,97,3201,1,2,1,7728,60,22:15:00,2022-03-03,22:30:00
7887,1001,838,1235,1,4,10,7744,110,17:50:00,2022-03-27,17:55:00
7888,373,751,1723,1,3,3,7753,80,11:15:00,2022-03-30,11:30:00
7889,900,577,236,3,3,10,7754,120,12:00:00,2022-03-01,12:15:00
7890,717,392,1008,4,4,14,7767,200,18:35:00,2022-03-23,18:50:00
7891,570,751,3909,3,5,16,7770,190,20:20:00,2022-02-16,20:35:00
7892,648,1296,49,5,2,13,7776,95,23:25:00,2022-03-28,23:30:00
7893,746,412,2498,6,2,14,7777,120,10:35:00,2022-03-17,10:45:00
7894,86,1050,2090,5,5,5,8505,125,20:45:00,2022-03-18,20:55:00
7895,430,699,2791,4,2,2,8509,100,09:30:00,2022-03-28,09:45:00
7896,1031,751,2346,4,2,14,8510,100,23:30:00,2022-03-14,23:35:00
7897,86,980,1167,7,4,6,8511,135,18:35:00,2022-02-14,18:45:00
7898,719,491,374,7,2,5,8513,105,23:10:00,2022-03-08,23:25:00
7899,868,1109,67,6,5,15,8527,135,20:35:00,2022-02-11,20:40:00
7900,639,195,2290,1,3,7,8528,80,14:10:00,2022-02-13,14:20:00
7901,235,210,3887,7,2,9,8531,120,23:20:00,2022-03-31,23:25:00
7902,707,1226,193,4,5,7,8534,135,20:45:00,2022-03-23,20:55:00
7903,362,576,128,5,2,7,8536,115,23:15:00,2022-03-11,23:30:00
7904,637,279,2093,5,4,8,8538,130,17:15:00,2022-03-13,17:20:00
7905,967,1337,3166,3,5,9,8544,210,19:35:00,2022-03-25,19:50:00
7906,317,714,1444,4,2,7,8547,100,08:40:00,2022-03-26,08:50:00
7907,1023,263,3181,7,4,10,8550,165,18:20:00,2022-04-05,18:30:00
7908,637,1174,2379,7,5,6,8556,110,21:45:00,2022-03-18,22:00:00
7909,26,1309,2384,7,5,10,8557,130,20:40:00,2022-03-06,20:45:00
7910,453,379,1507,7,4,2,8561,130,16:50:00,2022-04-01,16:55:00
7911,1012,933,3199,5,2,12,8575,14,23:25:00,2022-03-02,23:30:00
7912,639,1127,1795,1,2,9,8577,85,11:00:00,2022-03-07,11:10:00
7913,942,685,2998,6,3,2,8581,100,13:35:00,2022-03-15,13:40:00
7914,928,473,1671,5,2,6,8599,80,23:45:00,2022-03-19,00:00:00
7915,392,751,1671,1,4,14,8613,90,18:35:00,2022-03-09,18:40:00
7916,253,473,3334,3,4,7,8617,65,18:35:00,2022-02-17,18:50:00
7917,897,567,4180,7,5,14,8620,185,19:50:00,2022-04-02,19:55:00
7918,211,1099,2171,7,3,15,8622,140,12:35:00,2022-03-11,12:50:00
7919,256,667,1507,4,3,3,8625,80,12:30:00,2022-04-05,12:35:00
7920,10,237,4113,3,5,8,8634,195,20:10:00,2022-03-28,20:25:00
7921,507,933,490,4,3,7,8638,75,11:40:00,2022-03-09,11:45:00
7922,359,654,1579,7,2,16,8640,85,10:25:00,2022-03-03,10:35:00
7923,536,720,2207,5,5,2,9364,95,21:00:00,2022-02-11,21:10:00
7924,462,752,1148,1,4,7,9370,125,17:55:00,2022-04-02,18:00:00
7925,848,95,590,3,5,7,9377,200,21:10:00,2022-03-04,21:25:00
7926,32,84,2335,6,2,6,9387,90,09:40:00,2022-03-09,09:50:00
7927,226,1298,1530,6,3,3,9391,165,13:30:00,2022-03-26,13:45:00
7928,835,144,1432,1,2,5,9392,85,08:25:00,2022-04-05,08:30:00
7929,385,968,3924,4,2,16,9396,70,10:10:00,2022-03-11,10:20:00
7930,1045,1084,3206,4,3,8,9397,115,11:10:00,2022-04-05,11:15:00
7931,55,537,1660,3,3,1,9406,150,11:25:00,2022-03-28,11:40:00
7932,256,914,4279,4,2,16,9421,75,23:40:00,2022-03-20,23:45:00
7933,930,1209,1697,1,5,6,9422,170,20:45:00,2022-03-14,20:50:00
7934,744,79,716,7,2,4,9429,120,22:15:00,2022-03-26,22:30:00
7935,721,1019,3037,1,5,4,9435,130,19:50:00,2022-02-12,20:05:00
7936,18,511,3847,5,2,1,9438,75,22:10:00,2022-03-31,22:25:00
7937,190,989,3355,6,4,12,9444,29,18:35:00,2022-02-13,18:45:00
7938,640,426,940,5,5,16,9454,175,21:40:00,2022-03-07,21:55:00
7939,544,1322,2201,6,5,12,9464,31,21:50:00,2022-02-17,22:05:00
7940,298,692,4235,6,5,10,9474,205,19:50:00,2022-03-20,20:05:00
7941,950,124,4071,1,5,1,9492,55,19:45:00,2022-03-25,19:55:00
7942,85,186,1784,6,2,4,9493,75,09:25:00,2022-03-15,09:30:00
7943,780,190,3061,7,2,4,9494,110,23:00:00,2022-03-28,23:15:00
7944,1007,112,92,7,2,4,9501,115,22:20:00,2022-03-27,22:25:00
7945,1023,532,3669,7,4,13,9503,165,18:35:00,2022-03-24,18:45:00
7946,208,279,932,4,2,4,9505,130,10:45:00,2022-03-26,10:50:00
7947,954,1313,2161,4,3,13,10082,230,11:10:00,2022-04-05,11:25:00
7948,590,373,1485,1,3,9,10083,115,12:30:00,2022-03-09,12:45:00
7949,49,540,3303,3,2,13,10087,145,23:15:00,2022-03-27,23:25:00
7950,2,1036,2691,5,5,11,10088,100,21:50:00,2022-02-16,22:05:00
